"source","type","bp_length","phase","gene_id","gene_type","gene_name","level","mgi_id","havana_gene","tag","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"HAVANA","gene",5102,NA,"ENSMUSG00000038010.9","protein_coding","Ccdc138","2","MGI:1923388","OTTMUSG00000064559.1","overlapping_locus",1.48958078563961,2.13438153868262,3.23571241273983,0.00307482939059736,0.998376908971885,-4.47601850881056
"HAVANA","gene",7498,NA,"ENSMUSG00000001774.8","protein_coding","Chordc1","2","MGI:1914167","OTTMUSG00000062558.1",NA,0.600252403875601,4.89604848694894,3.22687150771725,0.00314491232354512,0.998376908971885,-3.93111256066634
"HAVANA","gene",5777,NA,"ENSMUSG00000026779.6","protein_coding","Mastl","2","MGI:1914371","OTTMUSG00000011632.1",NA,-2.79663645725118,0.180699979835877,-3.21798273872387,0.00321691846450887,0.998376908971885,-4.54278036825907
"ENSEMBL","gene",957,NA,"ENSMUSG00000064341.1","protein_coding","mt-Nd1","3","MGI:101787",NA,NA,-1.02475580216967,8.30635187196396,-3.18288967523481,0.00351694682221061,0.998376908971885,-3.05725790148486
"HAVANA","gene",8614,NA,"ENSMUSG00000034761.15","protein_coding","Map4k5","2","MGI:1925503","OTTMUSG00000017571.1",NA,0.522740296958441,5.26009650045367,3.15345142890395,0.00378912963490742,0.998376908971885,-3.86681923917334
"HAVANA","gene",3546,NA,"ENSMUSG00000079056.12","protein_coding","Kcnip3","2","MGI:1929258","OTTMUSG00000016030.1","ncRNA_host",-0.633328706851118,5.22806996679853,-3.1480847113089,0.00384087459164289,0.998376908971885,-3.91248217962987
"HAVANA","gene",3681,NA,"ENSMUSG00000089997.2","protein_coding","1810020O05Rik","2","MGI:3586838","OTTMUSG00000034548.2",NA,1.44469461665181,2.3310860473073,3.12067254446914,0.00411589086190169,0.998376908971885,-4.44683021161294
"HAVANA","gene",404,NA,"ENSMUSG00000097998.1","lncRNA","Gm27019","2","MGI:5504134","OTTMUSG00000043502.1",NA,2.58934002506637,0.151352978151549,3.11763994727837,0.00414744661438996,0.998376908971885,-4.55597731662705
"HAVANA","gene",1945,NA,"ENSMUSG00000111692.1","protein_coding","Gm49373","2","MGI:6121591","OTTMUSG00000063266.1","overlapping_locus",2.18376913361064,0.486709718916355,3.11762919818404,0.00414755887419851,0.998376908971885,-4.54704582087815
"HAVANA","gene",2667,NA,"ENSMUSG00000044816.10","protein_coding","D630023F18Rik","2","MGI:2138198","OTTMUSG00000047693.1","overlapping_locus",2.1083241635929,0.800072869902319,3.09978942197112,0.00433792441347486,0.998376908971885,-4.53777385048713
"HAVANA","gene",1346,NA,"ENSMUSG00000106288.1","TEC","Gm43593","2","MGI:5663730","OTTMUSG00000053950.1",NA,2.38935045727854,0.670818576293038,3.08838337153964,0.00446397636156516,0.998376908971885,-4.54463741231803
"ENSEMBL","gene",71,NA,"ENSMUSG00000064343.1","Mt_tRNA","mt-Tq","3","MGI:102477",NA,NA,-1.54067064418237,3.55666370928354,-3.08171401733762,0.0045392923466344,0.998376908971885,-4.37119643937903
"HAVANA","gene",6754,NA,"ENSMUSG00000037007.17","protein_coding","Zfp113","2","MGI:1929116","OTTMUSG00000022637.1",NA,1.45005827015605,2.52991314332872,3.0771662721235,0.00459134250930542,0.998376908971885,-4.41311768574189
"HAVANA","gene",3928,NA,"ENSMUSG00000072437.4","protein_coding","Nanos1","2","MGI:2669254","OTTMUSG00000074397.1",NA,2.42408632475936,0.976564538722122,3.07527043658257,0.00461320847438599,0.998376908971885,-4.55126047341084
"HAVANA","gene",9150,NA,"ENSMUSG00000037375.16","protein_coding","Hhat","1","MGI:2444681","OTTMUSG00000027097.6",NA,-1.71604900866002,1.63348585983739,-3.07516544862798,0.00461442226848153,0.998376908971885,-4.50919832818989
"HAVANA","gene",7445,NA,"ENSMUSG00000023235.14","protein_coding","Ccl25","2","MGI:1099448","OTTMUSG00000022436.3",NA,0.760610468878953,4.11190406257947,3.07222934965027,0.00464849086681408,0.998376908971885,-4.1544869776522
"HAVANA","gene",780,NA,"ENSMUSG00000092356.2","protein_coding","Gm20532","2","MGI:5141997","OTTMUSG00000038234.2","overlapping_locus",-1.68340117041099,1.03008985712221,-3.06787510168015,0.00469945646518749,0.998376908971885,-4.53663948555218
"HAVANA","gene",2963,NA,"ENSMUSG00000030019.6","protein_coding","Fbxl14","2","MGI:2141676","OTTMUSG00000024104.1",NA,-1.44481047194424,2.07019617599061,-3.0569509540049,0.00482967545690004,0.998376908971885,-4.46292156596332
"HAVANA","gene",4076,NA,"ENSMUSG00000020166.15","protein_coding","Cnot2","2","MGI:1919318","OTTMUSG00000035217.4","ncRNA_host",0.630124026858369,4.46910500871741,3.04704111473779,0.00495077037237256,0.998376908971885,-4.08781059272801
"HAVANA","gene",7367,NA,"ENSMUSG00000033697.16","protein_coding","Arhgap39","1","MGI:107858","OTTMUSG00000039938.5",NA,0.447121188009854,5.12641806853962,3.03992992256509,0.00503944227384832,0.998376908971885,-3.96525807994272
"HAVANA","gene",1554,NA,"ENSMUSG00000105442.1","TEC","Gm42614","2","MGI:5662751","OTTMUSG00000054552.1","overlapping_locus",1.45646158881369,2.11960282735487,3.02115758241,0.00528083912894074,0.998376908971885,-4.48229440647868
"HAVANA","gene",2470,NA,"ENSMUSG00000105201.1","TEC","Gm43362","2","MGI:5663499","OTTMUSG00000052736.1",NA,1.21565412249374,2.52961115471848,3.01994841621005,0.00529675920564285,0.998376908971885,-4.45030171141722
"HAVANA","gene",4043,NA,"ENSMUSG00000059070.16","protein_coding","Rpl18","2","MGI:98003","OTTMUSG00000023185.4",NA,-2.21810000202088,1.17067018434775,-3.01350469544666,0.00538237066552245,0.998376908971885,-4.53428825940896
"HAVANA","gene",678,NA,"ENSMUSG00000100862.1","unprocessed_pseudogene","Gm10925","2","MGI:3809095","OTTMUSG00000046320.1",NA,-0.87966805058279,9.53570376659702,-3.01148565081215,0.00540946528219593,0.998376908971885,-2.89124313114222
"HAVANA","gene",2697,NA,"ENSMUSG00000090266.10","protein_coding","Mettl23","1","MGI:1921569","OTTMUSG00000037375.4","overlapping_locus",1.25582204991173,2.34572612754366,3.00158524656801,0.00554421063755391,0.998376908971885,-4.45986889077252
"HAVANA","gene",4792,NA,"ENSMUSG00000032475.15","protein_coding","Nck1","2","MGI:109601","OTTMUSG00000021049.5","overlapping_locus",1.8575766242559,1.72960218488504,2.97636031851848,0.00590207991645288,0.998376908971885,-4.51927049735231
"HAVANA","gene",2147,NA,"ENSMUSG00000024099.15","protein_coding","Ndufv2","2","MGI:1920150","OTTMUSG00000016284.5",NA,-0.598554602021905,4.39827681585138,-2.96826270159325,0.0060215360618223,0.998376908971885,-4.1672849170229
"ENSEMBL","gene",519,NA,"ENSMUSG00000064368.1","protein_coding","mt-Nd6","3","MGI:102495",NA,NA,-0.865771533844756,8.86604930401341,-2.94705368914858,0.00634537224932307,0.998376908971885,-3.10487612577315
"HAVANA","gene",6650,NA,"ENSMUSG00000037935.16","protein_coding","Smarce1","2","MGI:1927347","OTTMUSG00000006455.1",NA,0.580825330911664,4.430200264031,2.93579391323373,0.00652393364089917,0.998376908971885,-4.15649054438282
"HAVANA","gene",9212,NA,"ENSMUSG00000031781.14","protein_coding","Ciapin1","2","MGI:1922083","OTTMUSG00000027367.7",NA,0.91165021571533,3.22720275342824,2.92740473197748,0.00666005409665124,0.998376908971885,-4.39717019105886
"HAVANA","gene",3472,NA,"ENSMUSG00000112823.1","processed_pseudogene","Gm6125","1","MGI:3644052","OTTMUSG00000065396.1","pseudo_consens",2.40067854479176,-0.36106952134768,2.92695935406231,0.00666735530207737,0.998376908971885,-4.55946487325622
"HAVANA","gene",6939,NA,"ENSMUSG00000004462.7","protein_coding","Tbccd1","2","MGI:1917823","OTTMUSG00000071568.1",NA,1.05687636502116,2.50417027090089,2.92501813619956,0.00669926678500265,0.998376908971885,-4.47274091461566
"HAVANA","gene",4930,NA,"ENSMUSG00000004451.14","protein_coding","Ralb","2","MGI:1927244","OTTMUSG00000021776.3",NA,1.97067141402481,0.7562125044263,2.9204025588521,0.00677572314457885,0.998376908971885,-4.55015534016942
"ENSEMBL","gene",1582,NA,"ENSMUSG00000064339.1","Mt_rRNA","mt-Rnr2","3","MGI:102492",NA,NA,-0.898741012169868,12.9152882504557,-2.91833646907833,0.00681021444527032,0.998376908971885,-2.40184550302097
"ENSEMBL","gene",1545,NA,"ENSMUSG00000064351.1","protein_coding","mt-Co1","3","MGI:102504",NA,NA,-0.957413925264744,9.57091468605217,-2.91617786103561,0.00684642762587762,0.998376908971885,-2.9886327084981
"HAVANA","gene",2737,NA,"ENSMUSG00000017309.11","protein_coding","Cd300lg","2","MGI:1289168","OTTMUSG00000002316.2",NA,2.55258868673825,-0.283663102983923,2.9040967864273,0.00705248711001982,0.998376908971885,-4.56181295339653
"HAVANA","gene",10048,NA,"ENSMUSG00000002489.16","protein_coding","Tiam1","1","MGI:103306","OTTMUSG00000024287.6",NA,-0.372992369107661,6.26673718773101,-2.90202767102037,0.00708836162206376,0.998376908971885,-3.72702932834795
"HAVANA","gene",492,NA,"ENSMUSG00000093402.1","processed_pseudogene","Gm18588","1","MGI:5010773","OTTMUSG00000042036.1","overlapping_locus",2.40879674745827,0.860933713446288,2.90190730619206,0.00709045381836969,0.998376908971885,-4.55624120407673
"HAVANA","gene",5321,NA,"ENSMUSG00000023353.14","protein_coding","Agap3","2","MGI:2183446","OTTMUSG00000053658.2",NA,-0.519006945447427,5.31727850554295,-2.89210851791356,0.00726274896839266,0.998376908971885,-3.99294405466256
"HAVANA","gene",11932,NA,"ENSMUSG00000016200.14","protein_coding","Syt14","2","MGI:2444490","OTTMUSG00000050853.4","ncRNA_host",0.430603810550563,5.70948480962564,2.89175457203292,0.00726904592882502,0.998376908971885,-3.86111045973862
"HAVANA","gene",3075,NA,"ENSMUSG00000046546.3","protein_coding","Fam43a","2","MGI:2676309","OTTMUSG00000027744.1",NA,2.38234239091256,0.0369656745887741,2.89060926684388,0.00728945712370164,0.998376908971885,-4.55643678052704
"HAVANA","gene",3736,NA,"ENSMUSG00000085039.2","lncRNA","Gm15927","2","MGI:3801889","OTTMUSG00000027898.3",NA,-1.39366436146333,1.51193477553161,-2.88409938754841,0.00740650590789199,0.998376908971885,-4.52175760142525
"HAVANA","gene",8173,NA,"ENSMUSG00000039414.10","protein_coding","Heatr5b","2","MGI:2444098","OTTMUSG00000072593.1",NA,-0.534602960972232,4.87606989838448,-2.87288119880679,0.00761238554140695,0.998376908971885,-4.09212618385744
"HAVANA","gene",2950,NA,"ENSMUSG00000081179.1","processed_pseudogene","Gm13136","1","MGI:3649290","OTTMUSG00000010652.1","pseudo_consens",2.3705913957801,0.225993791379072,2.86843306631649,0.0076955048635929,0.998376908971885,-4.55688632158648
"HAVANA","gene",648,NA,"ENSMUSG00000025868.6","protein_coding","Higd2a","2","MGI:1914294","OTTMUSG00000032685.1",NA,-2.15442586725078,-0.0359137116883368,-2.86197579109899,0.00781769273844657,0.998376908971885,-4.54480300745259
"HAVANA","gene",10129,NA,"ENSMUSG00000020076.7","protein_coding","Ddx50","2","MGI:2182303","OTTMUSG00000065066.2",NA,0.452682564221597,5.7485984702251,2.85423649108806,0.00796655056500065,0.998376908971885,-3.86487048989056
"HAVANA","gene",4570,NA,"ENSMUSG00000031904.5","protein_coding","Slc7a6","2","MGI:2142598","OTTMUSG00000061944.1",NA,0.831033802590646,3.49403984419538,2.84505540666615,0.00814660473568449,0.998376908971885,-4.33463512433361
"HAVANA","gene",4976,NA,"ENSMUSG00000062861.8","protein_coding","Zfp28","2","MGI:99175","OTTMUSG00000060101.1",NA,0.775650977671268,3.30312314950602,2.84426465905929,0.00816229049698737,0.998376908971885,-4.36805207662985
"HAVANA","gene",681,NA,"ENSMUSG00000102070.1","unprocessed_pseudogene","Gm28661","2","MGI:5579367","OTTMUSG00000046321.1",NA,-1.00069640855822,7.73304720206785,-2.84235295583061,0.00820032987382728,0.998376908971885,-3.5117826238561
"HAVANA","gene",3329,NA,"ENSMUSG00000078880.10","protein_coding","Gm14308","2","MGI:3782921","OTTMUSG00000016254.2",NA,0.731153900587202,3.81871330317047,2.83256677920949,0.0083976864395276,0.998376908971885,-4.28320573142814
"HAVANA","gene",1612,NA,"ENSMUSG00000084241.1","processed_pseudogene","Gm13416","1","MGI:3652158","OTTMUSG00000012008.1","pseudo_consens",-1.87254728199228,0.866166502200074,-2.82481291788444,0.00855722437453417,0.998376908971885,-4.54573579972196
"HAVANA","gene",2498,NA,"ENSMUSG00000041837.4","protein_coding","Pdcd7","2","MGI:1859170","OTTMUSG00000062625.1",NA,0.679763773137511,3.88460211012893,2.82395685707157,0.0085750119048273,0.998376908971885,-4.30917326562303
"HAVANA","gene",4535,NA,"ENSMUSG00000032735.15","protein_coding","Ablim3","2","MGI:2442582","OTTMUSG00000073606.1",NA,0.701349686328517,3.87172636878601,2.81417755829672,0.00878069406449559,0.998376908971885,-4.32743143974398
"HAVANA","gene",14273,NA,"ENSMUSG00000055024.12","protein_coding","Ep300","1","MGI:1276116","OTTMUSG00000048223.6","ncRNA_host",0.3063419474772,6.55586570709638,2.81350481775944,0.00879501270460216,0.998376908971885,-3.73316443256273
"HAVANA","gene",5546,NA,"ENSMUSG00000022351.14","protein_coding","Sqle","1","MGI:109296","OTTMUSG00000034890.1",NA,0.825568432818111,3.43928209301207,2.80823453962958,0.00890794788371533,0.998376908971885,-4.37558943678868
"HAVANA","gene",1280,NA,"ENSMUSG00000079242.2","lncRNA","C730034F03Rik","2","MGI:2441921","OTTMUSG00000074731.1",NA,1.52402198685435,1.26345351944889,2.80521733522243,0.00897321502588698,0.998376908971885,-4.53759739465794
"HAVANA","gene",3259,NA,"ENSMUSG00000102331.1","lncRNA","Gm19938","2","MGI:5012123","OTTMUSG00000049924.1",NA,-0.719760145984366,3.40693355803069,-2.79826455493755,0.00912533086377721,0.998376908971885,-4.35775666125604
"ENSEMBL","gene",1824,NA,"ENSMUSG00000064367.1","protein_coding","mt-Nd5","3","MGI:102496",NA,NA,-0.788674046058191,10.2366182883205,-2.79358026044649,0.00922917869821574,0.998376908971885,-2.97577243609498
"HAVANA","gene",4095,NA,"ENSMUSG00000061013.6","protein_coding","Mkx","2","MGI:2687286","OTTMUSG00000040097.4",NA,1.20562439451472,2.840122736297,2.7847069026362,0.00942894596190345,0.998376908971885,-4.46827772524761
"HAVANA","gene",3687,NA,"ENSMUSG00000114213.1","lncRNA","A430090L17Rik","2","MGI:2442754","OTTMUSG00000067963.1",NA,1.75215700119366,0.806640969251808,2.77188526448489,0.0097247842284413,0.998376908971885,-4.55067254675808
"HAVANA","gene",2500,NA,"ENSMUSG00000078878.9","protein_coding","Gm14305","2","MGI:3709632","OTTMUSG00000016251.2","overlapping_locus",0.683675092978213,3.95591451992863,2.7665548626182,0.00985031965636142,0.998376908971885,-4.27677810733313
"HAVANA","gene",3300,NA,"ENSMUSG00000023932.9","protein_coding","Cdc5l","2","MGI:1918952","OTTMUSG00000072136.1",NA,-0.611745611985627,4.20767322001825,-2.75665751961261,0.0100874515092938,0.998376908971885,-4.26164033984183
"HAVANA","gene",1321,NA,"ENSMUSG00000118477.1","processed_pseudogene","AC159140.2","2",NA,"OTTMUSG00000074863.1",NA,2.55622798039637,-0.956651674548816,2.75358377708048,0.010162178201081,0.998376908971885,-4.5653794312512
"HAVANA","gene",9034,NA,"ENSMUSG00000005899.14","protein_coding","Smpd4","1","MGI:1924876","OTTMUSG00000035764.7",NA,0.462245215344431,5.32200511981263,2.75325986395295,0.0101700831026884,0.998376908971885,-4.00831031952808
"HAVANA","gene",3856,NA,"ENSMUSG00000047881.14","protein_coding","Rell1","2","MGI:2140767","OTTMUSG00000055342.7",NA,1.89603382997318,0.627760065110891,2.75292407506155,0.0101782839092998,0.998376908971885,-4.55096681488522
"HAVANA","gene",7199,NA,"ENSMUSG00000027185.15","protein_coding","Nat10","2","MGI:2138939","OTTMUSG00000014874.6",NA,0.544390180624339,4.78971416947802,2.75174597523576,0.0102071051077138,0.998376908971885,-4.12221022359151
"HAVANA","gene",12189,NA,"ENSMUSG00000031652.11","protein_coding","N4bp1","2","MGI:2136825","OTTMUSG00000061458.1",NA,-0.545962339803241,4.75821858370633,-2.74822323959952,0.0102937427637726,0.998376908971885,-4.14123317845352
"HAVANA","gene",7893,NA,"ENSMUSG00000041961.14","protein_coding","Znrf3","2","MGI:3039616","OTTMUSG00000005083.6",NA,-0.756610470398284,3.30896025309113,-2.74630593414557,0.0103411858137486,0.998376908971885,-4.38015515624393
"HAVANA","gene",3894,NA,"ENSMUSG00000109708.1","TEC","Gm45809","2","MGI:5804924","OTTMUSG00000060955.1",NA,-0.722788276964707,3.92741108941462,-2.74508985515113,0.0103713833606108,0.998376908971885,-4.29412110354364
"HAVANA","gene",6530,NA,"ENSMUSG00000016181.9","protein_coding","Utp25","2","MGI:2138080","OTTMUSG00000050855.4",NA,0.76817928238006,3.5053040693367,2.74246194874075,0.0104369216336123,0.998376908971885,-4.38186199841477
"HAVANA","gene",16611,NA,"ENSMUSG00000073678.4","protein_coding","Pgap1","2","MGI:2443342","OTTMUSG00000046957.1","overlapping_locus",0.45895248091512,5.37376284209789,2.74190494313853,0.0104508627281301,0.998376908971885,-3.98658449424678
"HAVANA","gene",4123,NA,"ENSMUSG00000028188.13","protein_coding","Spata1","1","MGI:1918201","OTTMUSG00000022271.4",NA,1.23392666775117,2.30302715901816,2.73911889209699,0.0105208559980784,0.998376908971885,-4.50338857795507
"HAVANA","gene",1164,NA,"ENSMUSG00000103884.1","TEC","Gm37005","2","MGI:5610233","OTTMUSG00000050601.1",NA,2.29131596793342,0.160766246142505,2.73712505778118,0.0105712158583628,0.998376908971885,-4.55816322030787
"HAVANA","gene",1372,NA,"ENSMUSG00000090553.8","protein_coding","Snrpe","2","MGI:98346","OTTMUSG00000035312.3",NA,-1.67850228377771,1.25945524676178,-2.73625924268655,0.0105931546582097,0.998376908971885,-4.5229715980114
"HAVANA","gene",6318,NA,"ENSMUSG00000029053.16","protein_coding","Prkcz","2","MGI:97602","OTTMUSG00000010601.5",NA,-0.566554498790398,4.90345320273723,-2.73402945055373,0.0106498515683191,0.998376908971885,-4.14725442224422
"ENSEMBL","gene",69,NA,"ENSMUSG00000064344.1","Mt_tRNA","mt-Tm","3","MGI:102480",NA,NA,-1.2847780554209,3.65093073844815,-2.72495344648212,0.0108835713720652,0.998376908971885,-4.39743564077044
"HAVANA","gene",1704,NA,"ENSMUSG00000078931.4","protein_coding","Pdf","2","MGI:1915273","OTTMUSG00000031757.2","overlapping_locus",1.7043738421846,1.96006433235661,2.72453789698494,0.0108943864258343,0.998376908971885,-4.53812149405964
"HAVANA","gene",4398,NA,"ENSMUSG00000047721.8","protein_coding","Bola2","2","MGI:1913412","OTTMUSG00000023279.3",NA,1.79743932916196,1.23790232248018,2.72238216690293,0.0109506528369014,0.998376908971885,-4.53917173110208
"HAVANA","gene",7307,NA,"ENSMUSG00000035126.19","protein_coding","Wdr78","1","MGI:2385328","OTTMUSG00000008069.6",NA,0.7793399044265,4.32382884093394,2.72066261081887,0.0109957295377425,0.998376908971885,-4.23640639793357
"HAVANA","gene",7039,NA,"ENSMUSG00000042064.13","protein_coding","Myo3b","2","MGI:2448580","OTTMUSG00000013112.2",NA,-0.947246300369562,2.64502526386042,-2.71576198439071,0.0111251493435829,0.998376908971885,-4.45727418726318
"HAVANA","gene",4546,NA,"ENSMUSG00000026678.10","protein_coding","Rgs5","2","MGI:1098434","OTTMUSG00000020901.2",NA,2.64694507250615,-0.293734782235599,2.71568631709772,0.0111271587511167,0.998376908971885,-4.56263910440789
"HAVANA","gene",5018,NA,"ENSMUSG00000055150.15","protein_coding","Zfp78","2","MGI:107783","OTTMUSG00000060070.2",NA,1.82987009608203,0.820484234287434,2.71564514372703,0.0111282522866079,0.998376908971885,-4.54123735464327
"ENSEMBL","gene",313,NA,"ENSMUSG00000084671.1","misc_RNA","Gm26023","3","MGI:5455800",NA,NA,1.58540779343543,1.04285320896827,2.70971106168593,0.0112869125162935,0.998376908971885,-4.54379827202764
"HAVANA","gene",8323,NA,"ENSMUSG00000042105.18","protein_coding","Inpp5f","1","MGI:2141867","OTTMUSG00000029375.3","overlapping_locus",0.392051056152391,5.96374239468269,2.70564174504848,0.0113969339433021,0.998376908971885,-3.89582965966462
"HAVANA","gene",18420,NA,"ENSMUSG00000029190.19","protein_coding","D5Ertd579e","2","MGI:1261849","OTTMUSG00000028039.5","overlapping_locus",0.300604863411316,7.07381587744298,2.69990171587734,0.0115538310453483,0.998376908971885,-3.68522068504138
"HAVANA","gene",6626,NA,"ENSMUSG00000038910.7","protein_coding","Plcl2","2","MGI:1352756","OTTMUSG00000072532.1",NA,-0.378537696504344,5.91373366321397,-2.69916790494375,0.0115740337859196,0.998376908971885,-3.91686862097426
"HAVANA","gene",5811,NA,"ENSMUSG00000024027.8","protein_coding","Glp1r","2","MGI:99571","OTTMUSG00000073295.2",NA,2.01103667457218,0.892447435660976,2.69726141377024,0.011626676250195,0.998376908971885,-4.5562219333934
"HAVANA","gene",3591,NA,"ENSMUSG00000033594.11","protein_coding","Spata2l","2","MGI:1926029","OTTMUSG00000061958.1",NA,0.889737847226942,3.19587930053126,2.69648682505975,0.0116481281963656,0.998376908971885,-4.42885886111078
"HAVANA","gene",2436,NA,"ENSMUSG00000085408.1","lncRNA","C530005A16Rik","2","MGI:3612454","OTTMUSG00000009413.1",NA,1.46777911281664,1.59474742463413,2.69476868714003,0.0116958434065523,0.998376908971885,-4.54740199212591
"HAVANA","gene",7223,NA,"ENSMUSG00000024085.13","protein_coding","Man2a1","2","MGI:104669","OTTMUSG00000036800.2",NA,0.746361760762322,3.93285754891018,2.6880089264899,0.0118853493726583,0.998376908971885,-4.30625844958787
"HAVANA","gene",3087,NA,"ENSMUSG00000102854.1","TEC","C130023A14Rik","2","MGI:2442654","OTTMUSG00000043481.1","overlapping_locus",1.34734635471154,2.42263146985468,2.68592992348699,0.0119442069890425,0.998376908971885,-4.49416000535635
